Date,Hospital,Drug,Opening_Balance,Quantity_Received,Consumption,Losses_Adjustments,Closing_Balance,Days_Out_of_Stock
2024-11-01,Tatale District Hospital,Methyldopa 250mg,3619,0,215,23,3381,0
2024-12-01,Tatale District Hospital,Methyldopa 250mg,3381,532,196,63,3654,0
2020-01-01,Tatale District Hospital,Hydralazine 25mg,429,0,161,7,261,0
2020-02-01,Tatale District Hospital,Hydralazine 25mg,261,553,194,1,619,0
2020-03-01,Tatale District Hospital,Hydralazine 25mg,619,512,217,11,903,0
2020-04-01,Tatale District Hospital,Hydralazine 25mg,903,0,191,4,708,0
2020-05-01,Tatale District Hospital,Hydralazine 25mg,708,0,173,6,529,0
2020-06-01,Tatale District Hospital,Hydralazine 25mg,529,600,169,6,954,0
2020-07-01,Tatale District Hospital,Hydralazine 25mg,954,0,157,1,796,0
2020-08-01,Tatale District Hospital,Hydralazine 25mg,796,609,196,11,1198,0
2020-09-01,Tatale District Hospital,Hydralazine 25mg,1198,0,188,18,992,0
2020-10-01,Tatale District Hospital,Hydralazine 25mg,992,601,189,9,1395,0
2020-11-01,Tatale District Hospital,Hydralazine 25mg,1395,0,182,18,1195,0
2020-12-01,Tatale District Hospital,Hydralazine 25mg,1195,641,170,4,1662,0
2021-01-01,Tatale District Hospital,Hydralazine 25mg,1662,0,205,24,1433,0
2021-02-01,Tatale District Hospital,Hydralazine 25mg,1433,0,229,16,1188,0
2021-03-01,Tatale District Hospital,Hydralazine 25mg,1188,0,238,13,937,0
2021-04-01,Tatale District Hospital,Hydralazine 25mg,937,546,238,18,1227,0
2021-05-01,Tatale District Hospital,Hydralazine 25mg,1227,0,226,17,984,0
2021-06-01,Tatale District Hospital,Hydralazine 25mg,984,643,185,9,1433,0
2021-07-01,Tatale District Hospital,Hydralazine 25mg,1433,0,201,11,1221,0
2021-08-01,Tatale District Hospital,Hydralazine 25mg,1221,580,161,9,1631,0
2021-09-01,Tatale District Hospital,Hydralazine 25mg,1631,513,168,8,1968,0
2021-10-01,Tatale District Hospital,Hydralazine 25mg,1968,0,196,12,1760,0
2021-11-01,Tatale District Hospital,Hydralazine 25mg,1760,0,180,32,1548,0
2021-12-01,Tatale District Hospital,Hydralazine 25mg,1548,550,205,21,1872,0
2022-01-01,Tatale District Hospital,Hydralazine 25mg,1872,0,198,5,1669,0
2022-02-01,Tatale District Hospital,Hydralazine 25mg,1669,0,225,14,1430,0
2022-03-01,Tatale District Hospital,Hydralazine 25mg,1430,613,194,5,1844,0
2022-04-01,Tatale District Hospital,Hydralazine 25mg,1844,0,195,7,1642,0
2022-05-01,Tatale District Hospital,Hydralazine 25mg,1642,0,195,22,1425,0
2022-06-01,Tatale District Hospital,Hydralazine 25mg,1425,485,217,9,1684,0
2022-07-01,Tatale District Hospital,Hydralazine 25mg,1684,0,219,12,1453,0
2022-08-01,Tatale District Hospital,Hydralazine 25mg,1453,619,196,0,1876,0
2022-09-01,Tatale District Hospital,Hydralazine 25mg,1876,0,176,36,1664,0
2022-10-01,Tatale District Hospital,Hydralazine 25mg,1664,0,180,14,1470,0
2022-11-01,Tatale District Hospital,Hydralazine 25mg,1470,0,174,20,1276,0
2022-12-01,Tatale District Hospital,Hydralazine 25mg,1276,492,210,13,1545,0
2023-01-01,Tatale District Hospital,Hydralazine 25mg,1545,0,209,29,1307,0
2023-02-01,Tatale District Hospital,Hydralazine 25mg,1307,599,228,8,1670,0
2023-03-01,Tatale District Hospital,Hydralazine 25mg,1670,0,247,8,1415,0
2023-04-01,Tatale District Hospital,Hydralazine 25mg,1415,0,268,19,1128,0
2023-05-01,Tatale District Hospital,Hydralazine 25mg,1128,0,224,8,896,0
2023-06-01,Tatale District Hospital,Hydralazine 25mg,896,642,246,0,1292,0
2023-07-01,Tatale District Hospital,Hydralazine 25mg,1292,0,202,20,1070,0
2023-08-01,Tatale District Hospital,Hydralazine 25mg,1070,0,223,19,828,0
2023-09-01,Tatale District Hospital,Hydralazine 25mg,828,523,205,15,1131,0
2023-10-01,Tatale District Hospital,Hydralazine 25mg,1131,580,206,11,1494,0
2023-11-01,Tatale District Hospital,Hydralazine 25mg,1494,0,194,18,1282,0
2023-12-01,Tatale District Hospital,Hydralazine 25mg,1282,470,213,1,1538,0
2024-01-01,Tatale District Hospital,Hydralazine 25mg,1538,0,225,0,1313,0
2024-02-01,Tatale District Hospital,Hydralazine 25mg,1313,582,254,19,1622,0
2024-03-01,Tatale District Hospital,Hydralazine 25mg,1622,579,272,0,1929,0
2024-04-01,Tatale District Hospital,Hydralazine 25mg,1929,569,210,37,2251,0
2024-05-01,Tatale District Hospital,Hydralazine 25mg,2251,0,210,36,2005,0
2024-06-01,Tatale District Hospital,Hydralazine 25mg,2005,546,252,3,2296,0
2024-07-01,Tatale District Hospital,Hydralazine 25mg,2296,0,235,30,2031,0
2024-08-01,Tatale District Hospital,Hydralazine 25mg,2031,536,232,34,2301,0
2024-09-01,Tatale District Hospital,Hydralazine 25mg,2301,529,187,26,2617,0
2024-10-01,Tatale District Hospital,Hydralazine 25mg,2617,0,219,40,2358,0
2024-11-01,Tatale District Hospital,Hydralazine 25mg,2358,0,201,7,2150,0
2024-12-01,Tatale District Hospital,Hydralazine 25mg,2150,590,201,8,2531,0
2020-01-01,Tatale District Hospital,Insulin Mixtard,1175,0,440,14,721,0
2020-02-01,Tatale District Hospital,Insulin Mixtard,721,0,428,7,286,0
2020-03-01,Tatale District Hospital,Insulin Mixtard,286,0,493,2,0,0
2020-04-01,Tatale District Hospital,Insulin Mixtard,0,0,465,0,0,2
2020-05-01,Tatale District Hospital,Insulin Mixtard,0,0,499,0,0,13
2020-06-01,Tatale District Hospital,Insulin Mixtard,0,1254,422,0,832,0
2020-07-01,Tatale District Hospital,Insulin Mixtard,832,0,369,7,456,0
2020-08-01,Tatale District Hospital,Insulin Mixtard,456,0,376,1,79,0
2020-09-01,Tatale District Hospital,Insulin Mixtard,79,1459,419,0,1119,0
2020-10-01,Tatale District Hospital,Insulin Mixtard,1119,1446,436,1,2128,0
2020-11-01,Tatale District Hospital,Insulin Mixtard,2128,0,358,24,1746,0
2020-12-01,Tatale District Hospital,Insulin Mixtard,1746,1485,462,10,2759,0
2021-01-01,Tatale District Hospital,Insulin Mixtard,2759,0,502,8,2249,0
2021-02-01,Tatale District Hospital,Insulin Mixtard,2249,0,436,35,1778,0
2021-03-01,Tatale District Hospital,Insulin Mixtard,1778,0,437,8,1333,0
2021-04-01,Tatale District Hospital,Insulin Mixtard,1333,0,439,19,875,0
2021-05-01,Tatale District Hospital,Insulin Mixtard,875,0,482,14,379,0
2021-06-01,Tatale District Hospital,Insulin Mixtard,379,1121,514,4,982,0
2021-07-01,Tatale District Hospital,Insulin Mixtard,982,0,386,8,588,0
2021-08-01,Tatale District Hospital,Insulin Mixtard,588,0,377,6,205,0
2021-09-01,Tatale District Hospital,Insulin Mixtard,205,1408,427,1,1185,0
2021-10-01,Tatale District Hospital,Insulin Mixtard,1185,1229,456,17,1941,0
2021-11-01,Tatale District Hospital,Insulin Mixtard,1941,0,441,3,1497,0
2021-12-01,Tatale District Hospital,Insulin Mixtard,1497,1095,449,10,2133,0
2022-01-01,Tatale District Hospital,Insulin Mixtard,2133,0,405,34,1694,0
2022-02-01,Tatale District Hospital,Insulin Mixtard,1694,1173,465,9,2393,0
2022-03-01,Tatale District Hospital,Insulin Mixtard,2393,1377,467,41,3262,0
2022-04-01,Tatale District Hospital,Insulin Mixtard,3262,0,489,37,2736,0
2022-05-01,Tatale District Hospital,Insulin Mixtard,2736,0,439,51,2246,0
2022-06-01,Tatale District Hospital,Insulin Mixtard,2246,1248,519,23,2952,0
2022-07-01,Tatale District Hospital,Insulin Mixtard,2952,0,511,38,2403,0
2022-08-01,Tatale District Hospital,Insulin Mixtard,2403,1184,501,7,3079,0
2022-09-01,Tatale District Hospital,Insulin Mixtard,3079,1090,409,11,3749,0
2022-10-01,Tatale District Hospital,Insulin Mixtard,3749,0,396,8,3345,0
2022-11-01,Tatale District Hospital,Insulin Mixtard,3345,0,380,9,2956,0
2022-12-01,Tatale District Hospital,Insulin Mixtard,2956,1320,435,40,3801,0
2023-01-01,Tatale District Hospital,Insulin Mixtard,3801,0,471,35,3295,0
2023-02-01,Tatale District Hospital,Insulin Mixtard,3295,0,582,52,2661,0
2023-03-01,Tatale District Hospital,Insulin Mixtard,2661,1065,506,38,3182,0
2023-04-01,Tatale District Hospital,Insulin Mixtard,3182,1105,582,33,3672,0
2023-05-01,Tatale District Hospital,Insulin Mixtard,3672,0,593,70,3009,0
2023-06-01,Tatale District Hospital,Insulin Mixtard,3009,1465,529,7,3938,0
2023-07-01,Tatale District Hospital,Insulin Mixtard,3938,0,536,42,3360,0
2023-08-01,Tatale District Hospital,Insulin Mixtard,3360,1374,499,33,4202,0
2023-09-01,Tatale District Hospital,Insulin Mixtard,4202,0,488,3,3711,0
2023-10-01,Tatale District Hospital,Insulin Mixtard,3711,0,420,18,3273,0
2023-11-01,Tatale District Hospital,Insulin Mixtard,3273,0,405,19,2849,0
2023-12-01,Tatale District Hospital,Insulin Mixtard,2849,1442,458,41,3792,0
2024-01-01,Tatale District Hospital,Insulin Mixtard,3792,0,507,61,3224,0
2024-02-01,Tatale District Hospital,Insulin Mixtard,3224,1185,572,29,3808,0
2024-03-01,Tatale District Hospital,Insulin Mixtard,3808,1478,632,68,4586,0
2024-04-01,Tatale District Hospital,Insulin Mixtard,4586,0,489,19,4078,0
2024-05-01,Tatale District Hospital,Insulin Mixtard,4078,0,593,40,3445,0
2024-06-01,Tatale District Hospital,Insulin Mixtard,3445,1316,566,19,4176,0
2024-07-01,Tatale District Hospital,Insulin Mixtard,4176,0,559,55,3562,0
2024-08-01,Tatale District Hospital,Insulin Mixtard,3562,0,434,32,3096,0
2024-09-01,Tatale District Hospital,Insulin Mixtard,3096,1094,506,20,3664,0
2024-10-01,Tatale District Hospital,Insulin Mixtard,3664,1090,424,11,4319,0
2024-11-01,Tatale District Hospital,Insulin Mixtard,4319,0,517,60,3742,0
2024-12-01,Tatale District Hospital,Insulin Mixtard,3742,1378,473,12,4635,0
2020-01-01,Tatale District Hospital,Insulin Actrapid,851,0,291,7,553,0
2020-02-01,Tatale District Hospital,Insulin Actrapid,553,1138,366,0,1325,0
2020-03-01,Tatale District Hospital,Insulin Actrapid,1325,899,374,12,1838,0
2020-04-01,Tatale District Hospital,Insulin Actrapid,1838,1078,395,9,2512,0
2020-05-01,Tatale District Hospital,Insulin Actrapid,2512,0,315,31,2166,0
2020-06-01,Tatale District Hospital,Insulin Actrapid,2166,1038,304,27,2873,0
2020-07-01,Tatale District Hospital,Insulin Actrapid,2873,0,353,50,2470,0
2020-08-01,Tatale District Hospital,Insulin Actrapid,2470,0,288,48,2134,0
2020-09-01,Tatale District Hospital,Insulin Actrapid,2134,0,328,27,1779,0
2020-10-01,Tatale District Hospital,Insulin Actrapid,1779,1128,295,16,2596,0
2020-11-01,Tatale District Hospital,Insulin Actrapid,2596,0,333,47,2216,0
2020-12-01,Tatale District Hospital,Insulin Actrapid,2216,1118,327,18,2989,0
2021-01-01,Tatale District Hospital,Insulin Actrapid,2989,0,308,36,2645,0
2021-02-01,Tatale District Hospital,Insulin Actrapid,2645,0,397,49,2199,0
2021-03-01,Tatale District Hospital,Insulin Actrapid,2199,951,360,5,2785,0
2021-04-01,Tatale District Hospital,Insulin Actrapid,2785,0,335,25,2425,0
2021-05-01,Tatale District Hospital,Insulin Actrapid,2425,0,424,17,1984,0
2021-06-01,Tatale District Hospital,Insulin Actrapid,1984,1129,382,28,2703,0
2021-07-01,Tatale District Hospital,Insulin Actrapid,2703,0,348,12,2343,0
2021-08-01,Tatale District Hospital,Insulin Actrapid,2343,0,382,10,1951,0
2021-09-01,Tatale District Hospital,Insulin Actrapid,1951,922,365,22,2486,0
2021-10-01,Tatale District Hospital,Insulin Actrapid,2486,1089,311,44,3220,0
2021-11-01,Tatale District Hospital,Insulin Actrapid,3220,0,326,41,2853,0
2021-12-01,Tatale District Hospital,Insulin Actrapid,2853,1084,307,35,3595,0
2022-01-01,Tatale District Hospital,Insulin Actrapid,3595,0,413,19,3163,0
2022-02-01,Tatale District Hospital,Insulin Actrapid,3163,974,342,53,3742,0
2022-03-01,Tatale District Hospital,Insulin Actrapid,3742,1086,398,36,4394,0
2022-04-01,Tatale District Hospital,Insulin Actrapid,4394,1095,432,17,5040,0
2022-05-01,Tatale District Hospital,Insulin Actrapid,5040,0,406,29,4605,0
2022-06-01,Tatale District Hospital,Insulin Actrapid,4605,1027,411,42,5179,0
2022-07-01,Tatale District Hospital,Insulin Actrapid,5179,0,374,101,4704,0
2022-08-01,Tatale District Hospital,Insulin Actrapid,4704,0,399,68,4237,0
2022-09-01,Tatale District Hospital,Insulin Actrapid,4237,1128,386,80,4899,0
2022-10-01,Tatale District Hospital,Insulin Actrapid,4899,910,311,14,5484,0
2022-11-01,Tatale District Hospital,Insulin Actrapid,5484,0,325,99,5060,0
2022-12-01,Tatale District Hospital,Insulin Actrapid,5060,1034,384,59,5651,0
2023-01-01,Tatale District Hospital,Insulin Actrapid,5651,0,418,87,5146,0
2023-02-01,Tatale District Hospital,Insulin Actrapid,5146,0,367,43,4736,0
2023-03-01,Tatale District Hospital,Insulin Actrapid,4736,1152,474,55,5359,0
2023-04-01,Tatale District Hospital,Insulin Actrapid,5359,1053,387,78,5947,0
2023-05-01,Tatale District Hospital,Insulin Actrapid,5947,0,453,10,5484,0
2023-06-01,Tatale District Hospital,Insulin Actrapid,5484,1136,444,55,6121,0
2023-07-01,Tatale District Hospital,Insulin Actrapid,6121,0,447,68,5606,0
2023-08-01,Tatale District Hospital,Insulin Actrapid,5606,1082,389,24,6275,0
2023-09-01,Tatale District Hospital,Insulin Actrapid,6275,941,391,31,6794,0
2023-10-01,Tatale District Hospital,Insulin Actrapid,6794,0,363,25,6406,0
2023-11-01,Tatale District Hospital,Insulin Actrapid,6406,0,400,12,5994,0
2023-12-01,Tatale District Hospital,Insulin Actrapid,5994,1036,362,105,6563,0
2024-01-01,Tatale District Hospital,Insulin Actrapid,6563,0,362,27,6174,0
2024-02-01,Tatale District Hospital,Insulin Actrapid,6174,1039,448,82,6683,0
2024-03-01,Tatale District Hospital,Insulin Actrapid,6683,1069,426,54,7272,0
2024-04-01,Tatale District Hospital,Insulin Actrapid,7272,1128,480,102,7818,0
2024-05-01,Tatale District Hospital,Insulin Actrapid,7818,0,467,1,7350,0
2024-06-01,Tatale District Hospital,Insulin Actrapid,7350,1045,403,116,7876,0
2024-07-01,Tatale District Hospital,Insulin Actrapid,7876,0,350,74,7452,0
2024-08-01,Tatale District Hospital,Insulin Actrapid,7452,875,368,10,7949,0
2024-09-01,Tatale District Hospital,Insulin Actrapid,7949,0,358,64,7527,0
2024-10-01,Tatale District Hospital,Insulin Actrapid,7527,0,334,52,7141,0
2024-11-01,Tatale District Hospital,Insulin Actrapid,7141,0,343,58,6740,0
2024-12-01,Tatale District Hospital,Insulin Actrapid,6740,1107,392,1,7454,0
